CODICESCUOLA,ANNOCORSO,SEZIONEANNO,TIPOGRADOSCUOLA,COMBINAZIONE,DISCIPLINA,CODICEISBN,AUTORI,TITOLO,SOTTOTITOLO,VOLUME,EDITORE,PREZZO,NUOVAADOZ,DAACQUIST,CONSIGLIATO
CBEE80905X,3,A,EE,30 ORE SETTIMANALI,RELIGIONE,9788842631712,AA VV,IN VOLO COME FARFALLE  1-2-3,ND,U,IL CAPITELLO,"7,87",No,No,No
CBEE80905X,3,A,EE,30 ORE SETTIMANALI,SUSSIDIARIO (1° BIENNIO),9788847235229,MAGGI RAFFAELLA - DUCA MANUELA - CALCABRINI ALESSANDRA,CARTA CANTA 3,ND,3,RAFFAELLO,"25,65",No,Si,No
CBEE80905X,3,A,EE,30 ORE SETTIMANALI,LINGUA INGLESE,9780194004879,AA VV,NEW TREETOPS GOLD 3,CB&WB+OBK,3,OXFORD UNIVERSITY PRESS,"7,74",No,Si,No
CBEE80905X,4,A,EE,30 ORE SETTIMANALI,RELIGIONE,9788809930094,DE ROSSI FRANCESCO,UN CIELO A COLORI CL. 4-5,ND,U,GIUNTI SCUOLA,"7,87",Si,Si,No
CBEE80905X,4,A,EE,30 ORE SETTIMANALI,LINGUA INGLESE,9788809964716,AA VV,I LIKE GOLD CL. 4,ND,1,GIUNTI ELT,"7,74",No,Si,No
CBEE80905X,4,A,EE,30 ORE SETTIMANALI,SUSSIDIARIO DEI LINGUAGGI,9788835058304,AA VV,AVVENTURA DEI LINGUAGGI 4 KIT (L'),ND,1,LA SCUOLA EDITRICE,"16,59",Si,Si,No
CBEE80905X,4,A,EE,30 ORE SETTIMANALI,SUSSIDIARIO DELLE DISCIPLINE (AMBITO ANTROPOLOGICO),9788846843364,DONISELLI LILLI - TAINO ALBA,MISSIONE COMPIUTA STO/GEO 4,ND,1,LA SPIGA,"10,30",Si,Si,No
CBEE80905X,4,A,EE,30 ORE SETTIMANALI,SUSSIDIARIO DELLE DISCIPLINE (AMBITO SCIENTIFICO),9788846843371,DONISELLI LILLI - TAINO ALBA,MISSIONE COMPIUTA MATE/SCI 4,ND,1,LA SPIGA,"10,31",Si,Si,No
CBEE80905X,5,A,EE,30 ORE SETTIMANALI,RELIGIONE,9788842632528,AA VV,COME FARFALLE DAI MILLE COLORI 4-5,ND,U,IL CAPITELLO,"7,87",No,No,No
CBEE80905X,5,A,EE,30 ORE SETTIMANALI,LINGUA INGLESE,9788809964723,AA VV,I LIKE GOLD CL. 5,ND,2,GIUNTI ELT,"9,68",No,Si,No
CBEE80905X,5,A,EE,30 ORE SETTIMANALI,SUSSIDIARIO DEI LINGUAGGI,9788847234901,FRANCO FLAVIA,CERCHIO DEI LETTORI 5 (IL),ND,2,RAFFAELLO,"20,13",No,Si,No
CBEE80905X,5,A,EE,30 ORE SETTIMANALI,SUSSIDIARIO DELLE DISCIPLINE (AMBITO ANTROPOLOGICO),9788846841902,COSTA ELENA - DONISELLI LILLI - TAINO ALBA,NUOVI TRAGUARDI DISCIPLINE STORIA-GEOGRAFIA 5,ND,2,LA SPIGA,"12,00",No,Si,No
CBEE80905X,5,A,EE,30 ORE SETTIMANALI,SUSSIDIARIO DELLE DISCIPLINE (AMBITO SCIENTIFICO),9788846841919,COSTA ELENA - DONISELLI LILLI - TAINO ALBA,NUOVI TRAGUARDI DISCIPLINE MATEMATICA-SCIENZE 5,ND,2,LA SPIGA,"12,01",No,Si,No
CBEE809061,1,A,EE,30 ORE SETTIMANALI,RELIGIONE,9788809930087,DE ROSSI FRANCESCO,UN CIELO A COLORI CL. 1-2-3,ND,U,GIUNTI SCUOLA,"7,87",Si,Si,No
CBEE809061,1,A,EE,30 ORE SETTIMANALI,IL LIBRO DELLA PRIMA CLASSE,9788846843715,AA VV,FESTA A SORPRESA 1 - METODO 4 CARATTERI,ND,1,LA SPIGA,"12,81",Si,Si,No
CBEE809061,1,A,EE,30 ORE SETTIMANALI,LINGUA INGLESE,9788809964686,AA VV,I LIKE GOLD CL. 1,ND,1,GIUNTI ELT,"3,87",No,Si,No
CBEE809061,2,A,EE,30 ORE SETTIMANALI,RELIGIONE,9788842632511,AA VV,COME FARFALLE DAI MILLE COLORI 1-2-3,ND,U,IL CAPITELLO,"7,87",No,No,No
CBEE809061,2,A,EE,30 ORE SETTIMANALI,SUSSIDIARIO (1° BIENNIO),9788846842572,TAINO ALBA - DONISELLI LILLI,GRILLO E LA LUNA 2 (IL),ND,2,LA SPIGA,"17,95",No,Si,No
CBEE809061,2,A,EE,30 ORE SETTIMANALI,LINGUA INGLESE,9788809964693,AA VV,I LIKE GOLD CL. 2,ND,2,GIUNTI ELT,"5,79",No,Si,No
CBEE809061,3,A,EE,30 ORE SETTIMANALI,RELIGIONE,9788842631712,AA VV,IN VOLO COME FARFALLE  1-2-3,ND,U,IL CAPITELLO,"7,87",No,No,No
CBEE809061,3,A,EE,30 ORE SETTIMANALI,SUSSIDIARIO (1° BIENNIO),9788847235229,MAGGI RAFFAELLA - DUCA MANUELA - CALCABRINI ALESSANDRA,CARTA CANTA 3,ND,3,RAFFAELLO,"25,65",No,Si,No
CBEE809061,3,A,EE,30 ORE SETTIMANALI,LINGUA INGLESE,9780194004879,AA VV,NEW TREETOPS GOLD 3,CB&WB+OBK,3,OXFORD UNIVERSITY PRESS,"7,74",No,Si,No
CBEE809061,4,A,EE,30 ORE SETTIMANALI,RELIGIONE,9788809930094,DE ROSSI FRANCESCO,UN CIELO A COLORI CL. 4-5,ND,U,GIUNTI SCUOLA,"7,87",Si,Si,No
CBEE809061,4,A,EE,30 ORE SETTIMANALI,LINGUA INGLESE,9788809964716,AA VV,I LIKE GOLD CL. 4,ND,1,GIUNTI ELT,"7,74",No,Si,No
CBEE809061,4,A,EE,30 ORE SETTIMANALI,SUSSIDIARIO DEI LINGUAGGI,9788835058304,AA VV,AVVENTURA DEI LINGUAGGI 4 KIT (L'),ND,1,LA SCUOLA EDITRICE,"16,59",Si,Si,No
CBEE809061,4,A,EE,30 ORE SETTIMANALI,SUSSIDIARIO DELLE DISCIPLINE (AMBITO ANTROPOLOGICO),9788846843364,DONISELLI LILLI - TAINO ALBA,MISSIONE COMPIUTA STO/GEO 4,ND,1,LA SPIGA,"10,30",Si,Si,No
CBEE809061,4,A,EE,30 ORE SETTIMANALI,SUSSIDIARIO DELLE DISCIPLINE (AMBITO SCIENTIFICO),9788846843371,DONISELLI LILLI - TAINO ALBA,MISSIONE COMPIUTA MATE/SCI 4,ND,1,LA SPIGA,"10,31",Si,Si,No
CBEE809061,5,A,EE,30 ORE SETTIMANALI,RELIGIONE,9788842632528,AA VV,COME FARFALLE DAI MILLE COLORI 4-5,ND,U,IL CAPITELLO,"7,87",No,No,No
CBEE809061,5,A,EE,30 ORE SETTIMANALI,LINGUA INGLESE,9788809964723,AA VV,I LIKE GOLD CL. 5,ND,2,GIUNTI ELT,"9,68",No,Si,No
CBEE809061,5,A,EE,30 ORE SETTIMANALI,SUSSIDIARIO DEI LINGUAGGI,9788847234901,FRANCO FLAVIA,CERCHIO DEI LETTORI 5 (IL),ND,2,RAFFAELLO,"20,13",No,Si,No
CBEE809061,5,A,EE,30 ORE SETTIMANALI,SUSSIDIARIO DELLE DISCIPLINE (AMBITO ANTROPOLOGICO),9788846841902,COSTA ELENA - DONISELLI LILLI - TAINO ALBA,NUOVI TRAGUARDI DISCIPLINE STORIA-GEOGRAFIA 5,ND,2,LA SPIGA,"12,00",No,Si,No
CBEE809061,5,A,EE,30 ORE SETTIMANALI,SUSSIDIARIO DELLE DISCIPLINE (AMBITO SCIENTIFICO),9788846841919,COSTA ELENA - DONISELLI LILLI - TAINO ALBA,NUOVI TRAGUARDI DISCIPLINE MATEMATICA-SCIENZE 5,ND,2,LA SPIGA,"12,01",No,Si,No
CBEE81601V,1,A,EE,30 ORE SETTIMANALI,RELIGIONE,9788842632511,AA VV,COME FARFALLE DAI MILLE COLORI 1-2-3,ND,U,IL CAPITELLO,"7,87",Si,Si,No
CBEE81601V,1,A,EE,30 ORE SETTIMANALI,IL LIBRO DELLA PRIMA CLASSE,9788891577658,AA VV,UNA VALIGIA PER SOGNARE,CLASSE PRIMA (CON IL METODO 4 CARATTERI),1,FABBRI SCUOLA,"12,81",Si,Si,No
CBEE81601V,1,A,EE,30 ORE SETTIMANALI,LINGUA INGLESE,9788809964686,AA VV,I LIKE GOLD CL. 1,ND,1,GIUNTI ELT,"3,87",No,Si,No
CBEE81601V,1,A,EE,30 ORE SETTIMANALI,PARASCOLASTICA (AMBITO SCIENTIFICO),9788859015833,BORTOLATO CAMILLO,LINEA DEL 20 (LA),METODO ANALOGICO PER L'APPRENDIMENTO DEL CALCOLO. CON STRUMENTO,U,ERICKSON,"14,80",No,Si,No
CBEE81601V,1,B,EE,30 ORE SETTIMANALI,RELIGIONE,9788842632511,AA VV,COME FARFALLE DAI MILLE COLORI 1-2-3,ND,U,IL CAPITELLO,"7,87",Si,Si,No
CBEE81601V,1,B,EE,30 ORE SETTIMANALI,IL LIBRO DELLA PRIMA CLASSE,9788891577658,AA VV,UNA VALIGIA PER SOGNARE,CLASSE PRIMA (CON IL METODO 4 CARATTERI),1,FABBRI SCUOLA,"12,81",Si,Si,No
CBEE81601V,1,B,EE,30 ORE SETTIMANALI,LINGUA INGLESE,9788809964686,AA VV,I LIKE GOLD CL. 1,ND,1,GIUNTI ELT,"3,87",No,Si,No
CBEE81601V,1,B,EE,30 ORE SETTIMANALI,PARASCOLASTICA (AMBITO SCIENTIFICO),9788859015833,BORTOLATO CAMILLO,LINEA DEL 20 (LA),METODO ANALOGICO PER L'APPRENDIMENTO DEL CALCOLO. CON STRUMENTO,U,ERICKSON,"14,80",No,Si,No
CBEE81601V,2,A,EE,30 ORE SETTIMANALI,RELIGIONE,9788851909987,FACCHINETTI ELENA - SECCHI PAOLA - GHIROTTO SUSANNA,BELLEZZA CI UNISCE (LA),VOLUME 1° CICLO,U,PIEMME SCUOLA,"7,87",No,No,No
CBEE81601V,2,A,EE,30 ORE SETTIMANALI,SUSSIDIARIO (1° BIENNIO),9791220404013,FORTUNATO FRANCESCA - GIROTTI GERMANA,CIURMA (LA),VOLUME 2,2,A. MONDADORI SCUOLA,"17,95",No,Si,No
CBEE81601V,2,A,EE,30 ORE SETTIMANALI,LINGUA INGLESE,9788809964693,AA VV,I LIKE GOLD CL. 2,ND,2,GIUNTI ELT,"5,79",No,Si,No
CBEE81601V,2,B,EE,30 ORE SETTIMANALI,RELIGIONE,9788851909987,FACCHINETTI ELENA - SECCHI PAOLA - GHIROTTO SUSANNA,BELLEZZA CI UNISCE (LA),VOLUME 1° CICLO,U,PIEMME SCUOLA,"7,87",No,No,No
CBEE81601V,2,B,EE,30 ORE SETTIMANALI,SUSSIDIARIO (1° BIENNIO),9791220404013,FORTUNATO FRANCESCA - GIROTTI GERMANA,CIURMA (LA),VOLUME 2,2,A. MONDADORI SCUOLA,"17,95",No,Si,No
CBEE81601V,2,B,EE,30 ORE SETTIMANALI,LINGUA INGLESE,9788809964693,AA VV,I LIKE GOLD CL. 2,ND,2,GIUNTI ELT,"5,79",No,Si,No
CBEE81601V,3,A,EE,30 ORE SETTIMANALI,RELIGIONE,9788851909987,FACCHINETTI ELENA - SECCHI PAOLA - GHIROTTO SUSANNA,BELLEZZA CI UNISCE (LA),VOLUME 1° CICLO,U,PIEMME SCUOLA,"7,87",No,No,No
CBEE81601V,3,A,EE,30 ORE SETTIMANALI,SUSSIDIARIO (1° BIENNIO),9788876274749,SANSONETTI EMILIA - RESTAURI SIMONA - ZINDATO CARLA,PAROLA DI PEPITO 3,ND,3,LISCIANI SCUOLA,"25,65",No,Si,No
CBEE81601V,3,A,EE,30 ORE SETTIMANALI,LINGUA INGLESE,9788809903500,AA VV,CIRCLE TIME 3,ND,3,GIUNTI ELT,"7,74",No,Si,No
CBEE81601V,3,B,EE,30 ORE SETTIMANALI,RELIGIONE,9788851909987,FACCHINETTI ELENA - SECCHI PAOLA - GHIROTTO SUSANNA,BELLEZZA CI UNISCE (LA),VOLUME 1° CICLO,U,PIEMME SCUOLA,"7,87",No,No,No
CBEE81601V,3,B,EE,30 ORE SETTIMANALI,SUSSIDIARIO (1° BIENNIO),9788876274749,SANSONETTI EMILIA - RESTAURI SIMONA - ZINDATO CARLA,PAROLA DI PEPITO 3,ND,3,LISCIANI SCUOLA,"25,65",No,Si,No
CBEE81601V,3,B,EE,30 ORE SETTIMANALI,LINGUA INGLESE,9788809903500,AA VV,CIRCLE TIME 3,ND,3,GIUNTI ELT,"7,74",No,Si,No
CBEE81601V,4,A,EE,30 ORE SETTIMANALI,RELIGIONE,9788842632528,AA VV,COME FARFALLE DAI MILLE COLORI 4-5,ND,U,IL CAPITELLO,"7,87",No,Si,No
CBEE81601V,4,A,EE,30 ORE SETTIMANALI,LINGUA INGLESE,9788861617025,F  FOSTER - B  BROWN,GO KIDS 4,ND,1,LANG EDIZIONI,"7,74",No,Si,No
CBEE81601V,4,A,EE,30 ORE SETTIMANALI,SUSSIDIARIO DEI LINGUAGGI,9788883977053,DATTOLICO ROSA,STORIE IN FIORE 4,ND,1,ARDEA EDITRICE,"16,59",Si,Si,No
CBEE81601V,4,A,EE,30 ORE SETTIMANALI,SUSSIDIARIO DELLE DISCIPLINE (AMBITO ANTROPOLOGICO),9788876275296,ANGELUCCI VIRGINIA - IACCARINO MARIELLA,APERTA... MENTE PLUS 4D 4 STORIA E GEOGRAFIA,ND,1,LISCIANI SCUOLA,"10,30",No,Si,No
CBEE81601V,4,A,EE,30 ORE SETTIMANALI,SUSSIDIARIO DELLE DISCIPLINE (AMBITO SCIENTIFICO),9788876275302,PIROZZI RENATA - SORRENTINO IDA,APERTA... MENTE PLUS 4D 4 MATEMATICA E SCIENZE,ND,1,LISCIANI SCUOLA,"10,31",No,Si,No
CBEE81601V,4,A,EE,30 ORE SETTIMANALI,PARASCOLASTICA (AMBITO SCIENTIFICO),9788861378698,BORTOLATO CAMILLO,MATEMATICA AL VOLO IN QUARTA,ND,4,ERICKSON,"13,80",No,Si,No
CBEE81601V,4,B,EE,30 ORE SETTIMANALI,RELIGIONE,9788842632528,AA VV,COME FARFALLE DAI MILLE COLORI 4-5,ND,U,IL CAPITELLO,"7,87",No,Si,No
CBEE81601V,4,B,EE,30 ORE SETTIMANALI,LINGUA INGLESE,9788861617025,F  FOSTER - B  BROWN,GO KIDS 4,ND,1,LANG EDIZIONI,"7,74",No,Si,No
CBEE81601V,4,B,EE,30 ORE SETTIMANALI,SUSSIDIARIO DEI LINGUAGGI,9788883977053,DATTOLICO ROSA,STORIE IN FIORE 4,ND,1,ARDEA EDITRICE,"16,59",Si,Si,No
CBEE81601V,4,B,EE,30 ORE SETTIMANALI,SUSSIDIARIO DELLE DISCIPLINE (AMBITO ANTROPOLOGICO),9788876275296,ANGELUCCI VIRGINIA - IACCARINO MARIELLA,APERTA... MENTE PLUS 4D 4 STORIA E GEOGRAFIA,ND,1,LISCIANI SCUOLA,"10,30",No,Si,No
CBEE81601V,4,B,EE,30 ORE SETTIMANALI,SUSSIDIARIO DELLE DISCIPLINE (AMBITO SCIENTIFICO),9788876275302,PIROZZI RENATA - SORRENTINO IDA,APERTA... MENTE PLUS 4D 4 MATEMATICA E SCIENZE,ND,1,LISCIANI SCUOLA,"10,31",No,Si,No
CBEE81601V,4,B,EE,30 ORE SETTIMANALI,PARASCOLASTICA (AMBITO SCIENTIFICO),9788861378698,BORTOLATO CAMILLO,MATEMATICA AL VOLO IN QUARTA,ND,4,ERICKSON,"13,80",No,Si,No
CBEE81601V,5,A,EE,30 ORE SETTIMANALI,RELIGIONE,9788842632528,AA VV,COME FARFALLE DAI MILLE COLORI 4-5,ND,U,IL CAPITELLO,"7,87",No,No,No
CBEE81601V,5,A,EE,30 ORE SETTIMANALI,LINGUA INGLESE,9788861617032,F  FOSTER - B  BROWN,GO KIDS 5,ND,2,LANG EDIZIONI,"9,68",No,Si,No
CBEE81601V,5,A,EE,30 ORE SETTIMANALI,SUSSIDIARIO DEI LINGUAGGI,9788809964570,AA VV,VIVA LEGGERE CL. 5,ND,2,GIUNTI SCUOLA,"20,13",No,Si,No
CBEE81601V,5,A,EE,30 ORE SETTIMANALI,SUSSIDIARIO DELLE DISCIPLINE (AMBITO ANTROPOLOGICO),9788876275340,ANGELUCCI VIRGINIA - IACCARINO MARIELLA,APERTA... MENTE PLUS 4D 5 STORIA E GEOGRAFIA,ND,2,LISCIANI SCUOLA,"12,00",No,Si,No
CBEE81601V,5,A,EE,30 ORE SETTIMANALI,SUSSIDIARIO DELLE DISCIPLINE (AMBITO SCIENTIFICO),9788876275333,PIROZZI RENATA - SORRENTINO IDA,APERTA... MENTE PLUS 4D 5 MATEMATICA E SCIENZE,ND,2,LISCIANI SCUOLA,"12,01",No,Si,No
CBEE81601V,5,A,EE,30 ORE SETTIMANALI,PARASCOLASTICA (AMBITO SCIENTIFICO),9788859000754,BORTOLATO CAMILLO,MATEMATICA AL VOLO IN QUINTA,ND,5,ERICKSON,"13,80",No,Si,No
CBEE81601V,5,B,EE,30 ORE SETTIMANALI,RELIGIONE,9788842632528,AA VV,COME FARFALLE DAI MILLE COLORI 4-5,ND,U,IL CAPITELLO,"7,87",No,No,No
CBEE81601V,5,B,EE,30 ORE SETTIMANALI,LINGUA INGLESE,9788861617032,F  FOSTER - B  BROWN,GO KIDS 5,ND,2,LANG EDIZIONI,"9,68",No,Si,No
CBEE81601V,5,B,EE,30 ORE SETTIMANALI,SUSSIDIARIO DEI LINGUAGGI,9788809964570,AA VV,VIVA LEGGERE CL. 5,ND,2,GIUNTI SCUOLA,"20,13",No,Si,No
CBEE81601V,5,B,EE,30 ORE SETTIMANALI,SUSSIDIARIO DELLE DISCIPLINE (AMBITO ANTROPOLOGICO),9788876275340,ANGELUCCI VIRGINIA - IACCARINO MARIELLA,APERTA... MENTE PLUS 4D 5 STORIA E GEOGRAFIA,ND,2,LISCIANI SCUOLA,"12,00",No,Si,No
CBEE81601V,5,B,EE,30 ORE SETTIMANALI,SUSSIDIARIO DELLE DISCIPLINE (AMBITO SCIENTIFICO),9788876275333,PIROZZI RENATA - SORRENTINO IDA,APERTA... MENTE PLUS 4D 5 MATEMATICA E SCIENZE,ND,2,LISCIANI SCUOLA,"12,01",No,Si,No
CBEE81601V,5,B,EE,30 ORE SETTIMANALI,PARASCOLASTICA (AMBITO SCIENTIFICO),9788859000754,BORTOLATO CAMILLO,MATEMATICA AL VOLO IN QUINTA,ND,5,ERICKSON,"13,80",No,Si,No
CBEE81602X,1,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,RELIGIONE,9788851909987,FACCHINETTI ELENA - SECCHI PAOLA - GHIROTTO SUSANNA,BELLEZZA CI UNISCE (LA),VOLUME 1° CICLO,U,PIEMME SCUOLA,"7,87",No,Si,No
CBEE81602X,1,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,IL LIBRO DELLA PRIMA CLASSE,9788891577658,AA VV,UNA VALIGIA PER SOGNARE,CLASSE PRIMA (CON IL METODO 4 CARATTERI),1,FABBRI SCUOLA,"12,81",Si,Si,No
CBEE81602X,1,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,LINGUA INGLESE,9788809964686,AA VV,I LIKE GOLD CL. 1,ND,1,GIUNTI ELT,"3,87",No,Si,No
CBEE81602X,2,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,RELIGIONE,9788851909987,FACCHINETTI ELENA - SECCHI PAOLA - GHIROTTO SUSANNA,BELLEZZA CI UNISCE (LA),VOLUME 1° CICLO,U,PIEMME SCUOLA,"7,87",No,No,No
CBEE81602X,2,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO (1° BIENNIO),9791220404013,FORTUNATO FRANCESCA - GIROTTI GERMANA,CIURMA (LA),VOLUME 2,2,A. MONDADORI SCUOLA,"17,95",No,Si,No
CBEE81602X,2,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,LINGUA INGLESE,9788809964693,AA VV,I LIKE GOLD CL. 2,ND,2,GIUNTI ELT,"5,79",No,Si,No
CBEE81602X,3,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,RELIGIONE,9788851909987,FACCHINETTI ELENA - SECCHI PAOLA - GHIROTTO SUSANNA,BELLEZZA CI UNISCE (LA),VOLUME 1° CICLO,U,PIEMME SCUOLA,"7,87",No,No,No
CBEE81602X,3,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO (1° BIENNIO),9791220400770,BRAMATI LAURA - BRAMATI EMANUELA - LOCATELLI FRANCESCA,GIOCAMICI,VOLUME 3 - ED.2021,3,A. MONDADORI SCUOLA,"25,65",No,Si,No
CBEE81602X,3,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,LINGUA INGLESE,9788847306424,CARDELLI LYNCH - PASTORMERLO CHIARA - WALCOTT EDWARD,HELLO GINGER! 3,ND,3,CETEM,"7,74",No,Si,No
CBEE81602X,4,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,RELIGIONE,9788851910051,FACCHINETTI ELENA - SECCHI PAOLA - GHIROTTO SUSANNA,BELLEZZA CI UNISCE (LA),VOLUME 2° CICLO,U,PIEMME SCUOLA,"7,87",No,Si,No
CBEE81602X,4,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,LINGUA INGLESE,9788809964716,AA VV,I LIKE GOLD CL. 4,ND,1,GIUNTI ELT,"7,74",No,Si,No
CBEE81602X,4,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO DEI LINGUAGGI,9788829858514,FORTUNATO FRANCESCA,LIBRO CHE VORREI (IL),CLASSE 4A,1,MINERVA ITALICA,"16,59",Si,Si,No
CBEE81602X,4,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO DELLE DISCIPLINE,9791220409438,AA  VV,MONDO CHE VORREI (IL),CLASSE 4A UNICO,1,A. MONDADORI SCUOLA,"20,61",Si,Si,No
CBEE81602X,5,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,RELIGIONE,9788851910051,FACCHINETTI ELENA - SECCHI PAOLA - GHIROTTO SUSANNA,BELLEZZA CI UNISCE (LA),VOLUME 2° CICLO,U,PIEMME SCUOLA,"7,87",No,No,No
CBEE81602X,5,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,LINGUA INGLESE,9788809984035,AA VV,I LIKE ENGLISH - 5,ND,2,GIUNTI ELT,"9,68",No,Si,No
CBEE81602X,5,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO DEI LINGUAGGI,9788809964594,AA VV,LETTURA AMICA CL. 5,ND,2,GIUNTI SCUOLA,"20,13",No,Si,No
CBEE81602X,5,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO DELLE DISCIPLINE,9788824779456,TORDELLA ANTONIA - BIANCHI PIETRO - PIZZI SABRINA,SENZA FRONTIERE,VOLUME UNICO 5°,2,A. MONDADORI SCUOLA,"24,01",No,Si,No
CBEE816031,1,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,RELIGIONE,9788842632511,AA VV,COME FARFALLE DAI MILLE COLORI 1-2-3,ND,U,IL CAPITELLO,"7,87",Si,Si,No
CBEE816031,1,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,IL LIBRO DELLA PRIMA CLASSE,9791220411547,AA  VV,NOI DELLA CIURMA,CLASSE 1A: METODO B,1,A. MONDADORI SCUOLA,"12,81",Si,Si,No
CBEE816031,1,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,LINGUA INGLESE,9788853639998,BERTARINI MARIAGRAZIA,THE STORY GARDEN PREMIUM 1,ND,1,ELI,"3,87",Si,Si,No
CBEE816031,2,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,RELIGIONE,9788851909987,FACCHINETTI ELENA - SECCHI PAOLA - GHIROTTO SUSANNA,BELLEZZA CI UNISCE (LA),VOLUME 1° CICLO,U,PIEMME SCUOLA,"7,87",No,No,No
CBEE816031,2,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO (1° BIENNIO),9791220404013,FORTUNATO FRANCESCA - GIROTTI GERMANA,CIURMA (LA),VOLUME 2,2,A. MONDADORI SCUOLA,"17,95",No,Si,No
CBEE816031,2,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,LINGUA INGLESE,9788809964693,AA VV,I LIKE GOLD CL. 2,ND,2,GIUNTI ELT,"5,79",No,Si,No
CBEE816031,3,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,RELIGIONE,9788851910051,FACCHINETTI ELENA - SECCHI PAOLA - GHIROTTO SUSANNA,BELLEZZA CI UNISCE (LA),VOLUME 2° CICLO,U,PIEMME SCUOLA,"7,87",No,No,No
CBEE816031,3,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO (1° BIENNIO),9788876275364,SANSONETTI EMILIA - RESTAURI SIMONA - ZINDATO CARLA,PAROLA DI PEPITO 3 2022,ND,3,LISCIANI SCUOLA,"25,65",No,Si,No
CBEE816031,3,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,LINGUA INGLESE,9788809903500,AA VV,CIRCLE TIME 3,ND,3,GIUNTI ELT,"7,74",No,Si,No
CBEE816031,4,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,RELIGIONE,9788842632528,AA VV,COME FARFALLE DAI MILLE COLORI 4-5,ND,U,IL CAPITELLO,"7,87",Si,Si,No
CBEE816031,4,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,LINGUA INGLESE,9788809964716,AA VV,I LIKE GOLD CL. 4,ND,1,GIUNTI ELT,"7,74",Si,Si,No
CBEE816031,4,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO DEI LINGUAGGI,9788829858514,FORTUNATO FRANCESCA,LIBRO CHE VORREI (IL),CLASSE 4A,1,MINERVA ITALICA,"16,59",Si,Si,No
CBEE816031,4,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO DELLE DISCIPLINE,9791220409438,AA  VV,MONDO CHE VORREI (IL),CLASSE 4A UNICO,1,A. MONDADORI SCUOLA,"20,61",Si,Si,No
CBEE816031,5,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,RELIGIONE,9788851910051,FACCHINETTI ELENA - SECCHI PAOLA - GHIROTTO SUSANNA,BELLEZZA CI UNISCE (LA),VOLUME 2° CICLO,U,PIEMME SCUOLA,"7,87",No,No,No
CBEE816031,5,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,LINGUA INGLESE,9788847228061,JONES KIM - GREEN CAROLINE,SUPER WOW 5,ND,2,CELTIC PUBLISHING,"9,68",No,Si,No
CBEE816031,5,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO DEI LINGUAGGI,9788847234901,FRANCO FLAVIA,CERCHIO DEI LETTORI 5 (IL),ND,2,RAFFAELLO,"20,13",No,Si,No
CBEE816031,5,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO DELLE DISCIPLINE,9788873348092,AA VV,VOCE DELLA TERRA CL. 5 (LA),ND,2,GAIA EDIZIONI,"24,01",No,Si,No
CBEE816053,1,A,EE,30 ORE SETTIMANALI,RELIGIONE,9788842632511,AA VV,COME FARFALLE DAI MILLE COLORI 1-2-3,ND,U,IL CAPITELLO,"7,87",Si,Si,No
